Parameter,Factor
9.954040203398,ZEROER
10.0012495721905,SSER
33.8236775813854,ZEROAC
-7.29008949000249,ZEROER*ZEROAC
4.0215558940881,ZEROER*SSEL
7.57897389879829,ZEROER*SSBH
6.28649038000926,ZEROER*ZEROPJ
-2.80686821698715,ZEROER*ZERODL
-3.64481172836559,ZEROER*SSDL
-0.0978762460180278,ZEROER*SSBO
-4.28778641373096,ZEROER*ZEROBT
4.4608426109745,ZEROER*SSBU
-7.48055721964714,ZEROER*ZEROBV
-3.70163870565196,ZEROER*ZEROBC
-5.73447817975022,ZEROER*ZEROBL
-1.98445155124453,ZEROER*ZEROBA
-3.80878302023703,ZEROER*SSBA
-20.3754026855146,SSER*ZEROAC
24.7723782371774,SSER*SSCH
13.6859119036971,SSER*SSBH
10.243680924829,SSER*SSCA
-8.74630645487183,SSER*ZEROPC
3.67337034353384,SSER*SSCG
-5.01507008556028,SSER*ZEROBT
-1.36866557439076,SSER*ZEROBU
-6.35754370049379,SSER*ZEROBV
-0.0230679217399487,SSER*ZEROBL
-3.92554497460832,SSER*ZEROBP
-1.50950596224129,SSER*SSBA
5.83652336174618,ZEROAC*SSCH
-8.74595075091939,ZEROAC*ZERODP
13.1288969299001,ZEROAC*SSCG
0.636989336483295,ZEROAC*ZEROBF
2.18592940664748,ZEROAC*SSBO
1.80744294347186,ZEROAC*SSBC
2.17586708363919,ZEROAC*SSDF
-7.63077395092852,ZEROAC*ZEROBL
9.33218515337227,ZEROAC*SSBA
-1.12812589742952,SSAC*ZEROBH
-0.0383578383954372,SSAC*SSPC
2.104414136323,SSAC*SSDL
4.3149716451883,SSAC*SSBO
0.491825167535439,SSAC*SSBY
-180335.774307183,SSCH*SSBH
-6.9046377439085,ZERODP*ZEROBY
-222.504126650691,SSDP*SSDF
-2.70492889594143,SSDP*ZEROBA
-0.0626547844282481,ZEROBH*ZEROBV
-5.54398545342972,ZEROBH*ZERODF
-51.4656995202643,SSBH*ZEROBV
-0.944162962764141,ZERODL*SSCG
-13.9896745498781,ZEROCG*SSBY
440.033435147115,SSDF*SSBA
