Parameter,Factor
3.76489857907623,ZEROER
11.3260977953848,SSER
31.3047551652517,ZEROAC
31.141899818293,SSRI
-0.930154231472381,ZEROER*ZEROAC
0.0649934686278909,ZEROER*ZEROBH
2.39405891081906,ZEROER*SSDL
4.54613053436335,ZEROER*ZEROCG
-0.416681851921723,ZEROER*SSBV
14.8253649954357,ZEROER*SSBY
-9.57832013350419,SSER*ZEROAC
10.965394489523,SSER*SSCH
-2.05986202561281,ZEROAC*ZERORI
-670.405542606637,ZEROAC*SSRI
0.865672099903907,ZEROAC*ZEROCG
4.06620543357494,ZEROAC*ZEROBA
0.184088747399895,SSAC*SSBO
2.96610761810934,SSRI*SSDP
5.00334426558089,SSRI*ZERODF
