Parameter,Factor
12.3308715704731,ZEROER
10.2830292618678,SSER
16.5455033088826,ZEROCC
0.0482164696961461,SSCC
-8.34319646156567,ZEROER*ZEROCC
5.8869317099853,ZEROER*SSEL
11.6760150189784,ZEROER*SSDP
9.98366872917539,ZEROER*SSBH
7.34689174529538,ZEROER*SSCA
23.628419240263,ZEROER*ZEROPJ
-4.9072323893251,ZEROER*ZERODL
-5.39874587191489,ZEROER*SSDL
-4.5769788918152,ZEROER*SSBO
-3.07644225606564,ZEROER*SSBT
12.0602593086165,ZEROER*SSBU
-1.34217734720232,ZEROER*ZEROBV
-9.2444835592018,ZEROER*SSBV
-7.74612690017908,ZEROER*ZEROBC
4.0675079505535,ZEROER*ZERODF
0.875327587018709,ZEROER*SSDF
-5.90946209198389,ZEROER*SSBL
-9.70255193000203,ZEROER*ZEROBA
-0.283940570070419,SSER*ZEROCC
-1.54625257319791,SSER*SSCC
35.0336987666203,SSER*SSCH
-3.52917481057725,SSER*ZERODP
10.0565219439696,SSER*SSBH
-12.8899327734336,SSER*ZEROPC
-49.4982499540868,SSER*SSPJ
4.65812917491941,SSER*SSCG
-2.47498463048668,SSER*ZEROBF
-13.9852288052929,SSER*SSBT
-5.3611083533989,SSER*ZEROBU
-9.17633157560371,SSER*SSBU
-4.08554610755689,SSER*ZEROBV
-1.69338691307486,SSER*ZEROBY
-5.79724498802319,SSER*ZERODF
-7.58861130053802,SSER*ZEROBL
-10.4806702153557,SSER*ZEROBP
-1.51668131595375,SSER*ZEROBA
-1.89219158968332,ZEROCC*ZEROEL
-6.21032840499277,ZEROCC*ZERODP
-4.38047817255027,ZEROCC*SSDP
-8.67080402000066,ZEROCC*SSCA
1.11625937453677,ZEROCC*ZEROPJ
0.740016211012362,ZEROCC*SSPJ
-6.39325634995201,ZEROCC*ZERODL
-0.0445855681617814,ZEROCC*SSDL
-0.822382165051894,ZEROCC*ZEROCG
-4.5673413181569,ZEROCC*SSBF
11.7515986854662,ZEROCC*SSBO
-6.68537556817394,ZEROCC*SSBT
0.536076747702164,ZEROCC*ZEROBU
-4.80180454910553,ZEROCC*SSBV
-5.29417750922062,ZEROCC*SSBC
1.94422089384716,ZEROCC*ZEROBY
-17.2228935681163,ZEROCC*SSBL
-1.02872515923296,ZEROCC*SSBP
-1.3638808788217,ZEROCC*ZEROBA
-0.840865608040216,SSCC*ZEROCH
0.476776779445696,SSCC*ZEROCA
4.98873474562602,SSCC*SSDL
-0.0810133517517338,SSCC*ZEROCG
-2.99819628003669,SSCC*SSCG
5.29959762998925,SSCC*ZEROBF
3.22616221684836,SSCC*ZEROBC
1.04825403438651,SSCC*ZEROBY
-9.65975601539276,SSCC*SSBA
3.62042163703663,ZEROEL*SSBV
-0.762918194273803,ZEROEL*ZEROBY
-3.81394192069452,ZEROCH*ZEROBY
-20.6958372634524,SSCH*ZEROBY
-9.99402255644256,ZEROBH*ZEROCA
-10.7830591753139,ZEROBH*ZEROBV
-0.28548839819012,ZEROCA*ZEROBY
5.66437435617655,ZEROPJ*ZEROBA
88.6042755325628,ZEROPJ*SSBA
-3.67028740651711,ZEROCG*ZEROBY
-3.54070299967866,ZEROCG*SSBY
-1.43992849415434,ZEROBF*ZEROBT
-57.147977836361,ZEROBF*SSBL
-5.59044467192867,ZEROBT*SSBL
-1.35993142827252,SSBT*ZEROBL
