Parameter,Factor
6.34402608726126,ZEROCC
3.85526315831773,SSCC
0.596728565351315,ZERORI
33.6358675456934,SSRI
-0.848508954159359,ZEROCC*ZERORI
-2.14749566038751,ZEROCC*ZERODP
2.00426263024056,ZEROCC*ZEROPJ
8.91187854605604,ZEROCC*SSBO
-3.39910994623514,ZEROCC*SSBL
-2.33940550765536,SSCC*ZEROBT
0.57973840078578,SSCC*ZEROBY
-0.705488035983202,SSCC*SSBA
7.81518877873976,ZERORI*SSCH
1.57488375737211,ZERORI*SSCA
0.690862337088465,ZERORI*ZEROPJ
-0.26688843031391,ZERORI*ZERODL
-0.306282370783355,ZERORI*SSDL
0.118256458031408,ZERORI*ZEROBP
3.29282230250651,SSRI*ZERODP
106.853307307554,SSRI*SSCA
-7.80505747055356,SSRI*ZEROPC
19.9362151609346,SSRI*SSPJ
22.1512484510423,SSRI*ZERODF
14.3295355404252,SSRI*SSDF
-0.518119763799577,ZERODP*SSBY
-25.8339599565195,SSDP*SSBY
-0.099732256215405,ZEROBH*ZEROCA
-0.0388184100957604,ZEROBH*SSCA
-2.25941941673901,ZEROBH*ZEROBY
-0.0363646912229491,ZEROCA*ZEROBY
-0.0388169136029584,SSCA*ZEROBY
-0.574147659071742,ZEROBF*SSBT
