Parameter,Factor
5.25911855971755,ZEROER
11.7060496777103,SSER
2.19069846957862,SSFP
33.065089454484,ZEROAC
10.5858246073672,ZEROCC
1.50340629755661,SSCC
-4.12220662934779,ZEROER*ZEROAC
6.97221589630741,ZEROER*SSEL
1.54886576799642,ZEROER*ZEROCH
9.94654699222353,ZEROER*SSDP
3.13693116492186,ZEROER*ZEROBH
1.16068520182038,ZEROER*ZEROPJ
7.09509746621979,ZEROER*SSDL
7.91105185907706,ZEROER*ZEROCG
-4.75484868939668,ZEROER*SSBV
23.4127539090953,ZEROER*SSBY
1.39997224010308,ZEROER*ZERODF
1.54478909585187,ZEROER*SSDF
-0.152134648152838,ZEROER*ZEROBL
-1.02691267689977,ZEROER*ZEROBA
-13.8707249348396,SSER*ZEROAC
26.8042709758715,SSER*SSCH
-2.23227190119161,SSER*ZEROPC
-1.90349393238034,SSER*SSPC
-4.33444686206143,SSER*SSDL
-9.44806998968245,SSER*SSBU
2.79420200288254,ZEROAC*SSCA
1.61472570951781,ZEROAC*ZEROPC
1.56522411807904,ZEROAC*ZEROPJ
2.48234864593951,ZEROAC*SSDL
2.47128789379327,ZEROAC*ZEROCG
0.474073017773447,ZEROAC*SSBO
0.735274260864975,ZEROAC*ZEROBU
-4.44089078639053,ZEROAC*ZEROBL
7.3509592443669,ZEROAC*ZEROBA
2.92521116811402,SSAC*SSCH
2.7649773583091,SSAC*ZEROCG
3.46621692503208,SSAC*SSBO
3.57248895007323,SSAC*ZERODF
-2.70913274626243,ZEROCC*SSDP
2.75888660028598,ZEROCC*ZEROBY
-3.08583324135906,ZEROCC*SSBL
-0.487099652921988,SSCC*ZEROBA
-1.78960039802022,SSCC*SSBA
