Parameter,Factor
3.81743229774443,ZEROER
14.2221532938127,SSER
5.08372230631697,SSFP
32.5134622064996,ZEROAC
6.00551505122139,ZEROCC
3.85708662049296,SSCC
-2.30540675043284,ZEROER*ZEROFP
-2.04716592191443,ZEROER*ZEROAC
13.3914768162858,ZEROER*SSEL
7.56839189953806,ZEROER*ZEROPJ
-4.43193999968693,ZEROER*SSDL
-0.518025628686132,ZEROER*SSBT
5.47872432790651,ZEROER*SSBU
-2.58033347909615,ZEROER*ZEROBV
-0.0663810097100752,ZEROER*SSBV
-1.56992729084797,ZEROER*ZEROBL
-1.82801679691444,ZEROER*ZEROBA
-21.9092702446999,SSER*ZEROAC
28.2762376588419,SSER*SSCH
56.796800594426,SSER*SSDP
10.4558145407437,SSER*SSBH
10.2229452465491,SSER*SSCA
-7.20391316981306,SSER*ZEROPC
8.36207110284462,SSER*SSCG
-2.49681978312015,SSER*SSBT
-1.11602751058489,SSER*ZEROBU
-10.5167539412371,SSER*ZEROBV
-2.83994756897547,SSER*ZEROBL
-1.53290582935582,SSER*SSBA
0.640488330175687,ZEROFP*SSCC
-0.011774367186539,ZEROFP*ZEROEL
-0.162489423723995,ZEROFP*ZEROBH
-0.429791450336435,ZEROFP*SSBH
-0.487037619048463,ZEROFP*ZERODL
0.0882783535859283,ZEROFP*ZEROCG
-0.559220241286234,ZEROFP*ZEROBF
-0.106688031324315,ZEROFP*SSBV
-0.451163963037446,ZEROFP*ZEROBC
-0.388498069551168,ZEROFP*SSBC
-2.11864200190004,ZEROFP*ZEROBA
-8.10915321061626,SSFP*SSAC
-16.8913528765169,SSFP*ZEROCC
-1.08463752664198,ZEROAC*ZEROCC
4.39895159824045,ZEROAC*SSCH
-2.40594834425939,ZEROAC*ZERODP
11.0071839840366,ZEROAC*SSCG
-0.931509350793712,ZEROAC*ZEROBV
4.61476200229098,ZEROAC*SSDF
-4.67440016416875,ZEROAC*ZEROBL
-3.76364737356984,ZEROAC*SSBL
3.98402443694972,ZEROAC*SSBA
-13.4817502363334,SSAC*ZERODP
-0.630339613024764,SSAC*ZEROBH
0.936850028890603,SSAC*SSDL
-7.86227375284078,SSAC*ZEROBF
4.32445520544998,SSAC*SSBO
-2.27980252890264,ZEROCC*ZERODP
-6.69216894971824,ZEROCC*SSCA
-0.425825211992906,ZEROCC*ZERODL
-0.0485615156260687,ZEROCC*ZEROBT
-0.232660530666267,ZEROCC*SSBT
-6.78194555742468,ZEROCC*SSBL
-1.78366037785933,ZEROCC*ZEROBA
-0.291354374288824,SSCC*ZEROCH
-0.185479634287818,SSCC*ZERODP
3.08380782115054,SSCC*SSPJ
-0.586698274536074,SSCC*ZEROCG
0.592046197615211,SSCC*ZEROBO
-3.07738701090243,SSCC*ZEROBT
-0.274896481185569,SSCC*SSBC
2.03955290107288,SSCC*ZEROBY
0.0514208662045196,SSCC*SSBY
-3.71448290753902,SSCC*SSBA
-2.01171163525208,ZEROCH*ZEROBY
-6.66197269641029,SSCH*ZEROBY
-4.56998404281856,ZERODP*SSDF
-13.9123536416831,ZERODP*SSBA
-118.272848055227,SSDP*SSDF
-2.51434811641413,ZEROBH*ZERODF
-3.00693633166309,ZEROBH*SSDF
-65462.7931002201,SSBH*SSBA
-0.433512050710739,ZEROCA*ZEROBY
-2.50550541774885,ZEROCA*SSBY
0.195003852768147,ZEROCA*SSBA
2.50985392925767,SSCA*SSBA
2.62941209026169,ZEROPJ*ZEROBA
-84.876604179181,SSPJ*SSBY
-17.9227018916773,ZERODL*SSBV
-6.6269899607118,ZEROCG*SSBY
-50.7705711305105,SSCG*ZEROBO
-12.7667615162581,SSCG*ZERODF
-0.305080047320336,ZEROBF*ZEROBV
-1.41919435936128,SSBF*ZEROBL
-1.26317257232244,ZEROBU*ZEROBY
-0.298824877974674,ZEROBU*ZERODF
-3.0997680328954,SSBU*SSBY
-1644.27231468452,SSDF*SSBL
