Parameter,Factor
4.03370596117308,ZEROER
11.2987714166039,SSER
31.6265552105539,ZEROAC
8.97184569025877,ZEROCC
1.41879394378462,SSCC
31.9565548185747,SSRI
-2.19078109977734,ZEROER*ZEROAC
-4.74583412551271,ZEROER*SSRI
0.397143583204694,ZEROER*ZEROCH
3.93362776761767,ZEROER*SSDP
1.52752520423973,ZEROER*ZEROBH
4.1796786096561,ZEROER*SSDL
5.98759065279044,ZEROER*ZEROCG
-2.59141570046947,ZEROER*SSBV
18.6129563993892,ZEROER*SSBY
0.0707406720265624,ZEROER*ZERODF
-11.4285598853797,SSER*ZEROAC
19.2098396587336,SSER*SSCH
-1.09483994183021,SSER*ZEROPC
-0.774432629720939,SSER*SSPC
-1.78143272870594,SSER*SSBU
-3.13400606496236,ZEROAC*ZERORI
-901.259793912466,ZEROAC*SSRI
0.142881105226194,ZEROAC*SSCA
0.395145688477544,ZEROAC*SSDL
1.51611972204203,ZEROAC*ZEROCG
-0.992094592981029,ZEROAC*ZEROBL
5.44129954672138,ZEROAC*ZEROBA
1.1933461616098,SSAC*ZEROCG
1.71214920038463,SSAC*SSBO
0.637043149700568,SSAC*ZERODF
1.17018525621965,ZEROCC*ZEROBY
10.2078548560308,SSRI*SSDP
-2.53466010920826,SSRI*SSPC
12.8696069486685,SSRI*ZERODF
