Parameter,Factor
9.4208216857035,ZEROER
11.6520431563822,SSER
12.9806072175563,SSFP
13.1488667413077,ZEROCC
1.28834162759478,SSCC
-5.72000231397851,ZEROER*ZEROFP
28.5180322652117,ZEROER*SSFP
-4.11496139290718,ZEROER*ZEROCC
9.65500776604093,ZEROER*SSEL
0.328096974397179,ZEROER*SSDP
-1.70787254659026,ZEROER*SSBH
6.06656577671885,ZEROER*SSCA
18.2795761201161,ZEROER*ZEROPJ
-2.92366166729108,ZEROER*ZERODL
-5.2590267634726,ZEROER*SSDL
-1.46570287838307,ZEROER*SSBO
8.3928280355197,ZEROER*SSBU
-1.29352131829333,ZEROER*ZEROBV
-5.68741634627758,ZEROER*SSBV
-2.55985086532656,ZEROER*SSBC
-0.640318193203498,ZEROER*SSBY
2.59458014033124,ZEROER*SSDF
-1.18892787028864,ZEROER*ZEROBL
-7.36999877277172,ZEROER*ZEROBA
-2.85631043682782,SSER*ZEROCC
-0.521975372449543,SSER*SSCC
33.7877807813745,SSER*SSCH
55.0115532319159,SSER*SSDP
14.693328044562,SSER*SSBH
0.938066021505345,SSER*SSCA
-10.7355733170516,SSER*ZEROPC
-32.0409331241489,SSER*SSPJ
6.26890789508848,SSER*SSCG
-15.6136480823995,SSER*SSBT
-4.43629928348909,SSER*ZEROBU
-7.31478101350889,SSER*ZEROBV
-0.34033735405887,SSER*ZEROBY
-8.10001034648201,SSER*ZEROBL
-6.40498563073017,SSER*ZEROBP
1.30549936293738,ZEROFP*ZEROCC
1.13584238187937,ZEROFP*SSCC
2.84027342238945,ZEROFP*ZERODP
-0.794419011167294,ZEROFP*ZEROBH
-0.0924345357052054,ZEROFP*SSBH
1.3966653192448,ZEROFP*SSCA
-35.4341046189352,SSFP*SSCC
-8.1503606043401,SSFP*ZEROEL
17.5119367096914,SSFP*ZEROPJ
-1.53075072745642,SSFP*ZERODL
17.3864750038197,SSFP*ZEROBF
-3.5065180988922,SSFP*SSBY
12.1315797219676,SSFP*SSDF
-1.14815671946988,ZEROCC*ZEROEL
-5.13534564419346,ZEROCC*ZERODP
-1.0049458195876,ZEROCC*SSCA
4.84240183803872,ZEROCC*SSPJ
-3.42773943501505,ZEROCC*ZERODL
-1.68985838080071,ZEROCC*SSDL
-0.308712578040071,ZEROCC*ZEROCG
11.7385049719928,ZEROCC*SSBO
-4.03528724990775,ZEROCC*ZEROBT
-1.72734921168722,ZEROCC*SSBT
2.63505176056941,ZEROCC*SSBU
-2.48185976081349,ZEROCC*SSBV
-2.70465085609442,ZEROCC*SSBC
-0.0222631752945295,ZEROCC*ZEROBL
-13.630623855829,ZEROCC*SSBL
-0.568495012775857,SSCC*ZEROCH
-1.11636428388389,SSCC*SSDP
2.23098302788232,SSCC*SSDL
-0.63003691988654,SSCC*ZEROCG
-1.48387591318268,SSCC*SSCG
-1.05532968998302,SSCC*ZEROBT
2.74906751263169,SSCC*ZEROBY
0.245076602824442,SSCC*SSDF
-8.14750700072103,SSCC*SSBA
-0.0141777241454493,ZEROEL*ZEROPJ
-0.62890606384147,ZEROEL*ZEROBY
-7.40779077930156,ZEROCH*ZEROBY
-11.0087203486315,SSCH*ZEROCG
-1.74281202532716,SSCH*SSCG
-0.829816077754048,ZERODP*ZEROBY
-6.661558871818,ZEROBH*ZEROCA
-5.90578437165544,ZEROBH*ZEROBV
-174.81459402306,SSBH*ZEROBV
-5.11515068729534,ZEROCA*SSBY
2.48625448683835,ZEROCA*ZEROBA
-1.9166179276119,ZEROPJ*SSBY
4.17708817469311,ZEROPJ*ZEROBA
-613.743966117642,SSPJ*SSBY
-3.48774019783589,ZEROCG*SSBY
-2.72026246638929,ZEROBF*SSBT
-2.3463476362084,ZEROBF*SSBL
0.591348805694532,ZEROBT*SSBC
-1.67544446375804,ZEROBU*ZEROBY
-15.5966055073369,SSBU*SSBY
1.30619844577869,ZEROBV*ZEROBC
