Parameter,Factor
34.277336734035,ZEROAC
-7.76947759687985,ZEROAC*ZERODP
10.9403805089289,ZEROAC*SSCG
0.874908669944198,ZEROAC*SSBO
0.66362676972762,ZEROAC*SSDF
-5.19590056956904,ZEROAC*ZEROBL
6.41839815524822,ZEROAC*SSBA
-0.765627278613826,SSAC*ZEROBH
2.20679048135685,SSAC*SSDL
3.47760250864014,SSAC*SSBO
-100428.720141679,SSCH*SSBH
-6.36295974121796,ZERODP*ZEROBY
-0.0176822936661963,SSDP*ZEROBA
-1.21814200946588,ZEROBH*ZEROCG
-1.65742632613457,ZEROBH*SSCG
-1.8167000447465,ZEROBH*ZERODF
-1.59412161147353,SSCG*ZERODF
399.370145187212,SSDF*SSBA
