Parameter,Factor
2.05781350707148,ZERORI
31.7762067610124,SSRI
5.08430455738281,ZERORI*SSCH
99.1519074219055,SSRI*SSCA
-4.64601261147569,SSRI*ZEROPC
8.50713707656433,SSRI*SSPJ
21.473505227454,SSRI*ZERODF
