Parameter,Factor
11.4421531666273,ZEROER
8.60876043077603,SSER
1.96595107672347,ZEROER*SSBH
5.31937210331462,ZEROER*ZEROPJ
-1.57959694802965,ZEROER*ZERODL
-4.0412987601196,ZEROER*SSDL
-5.0714086737437,ZEROER*ZEROBT
0.842315930000283,ZEROER*SSBU
-8.24132973316009,ZEROER*ZEROBV
-3.77847171961975,ZEROER*ZEROBC
0.495061506119658,ZEROER*SSDF
-4.42000388629703,ZEROER*ZEROBL
-2.00999043565707,ZEROER*ZEROBA
-4.19527339686387,ZEROER*SSBA
16.7272714082603,SSER*SSCH
18.5003432806106,SSER*SSBH
6.20910340244547,SSER*SSCA
-7.76966269980648,SSER*ZEROPC
0.561859875813939,SSER*SSCG
-2.48182456304803,SSER*ZEROBT
-4.95370920744378,SSER*ZEROBV
-2.92268194022685,SSER*ZEROBP
-12.577423396949,ZEROCG*SSBY
