Parameter,Factor
31.8870639555783,ZEROAC
2.89228537875945,ZEROCC
4.89933363238137,SSCC
31.8675981193139,SSRI
-2.08170622444271,ZEROAC*ZERORI
-1608.22006649511,ZEROAC*SSRI
-3.42483505597223,ZEROAC*ZERODP
8.51766060111662,ZEROAC*SSCG
-4.94874168942355,ZEROAC*ZEROBL
1.89995121609958,ZEROAC*SSBA
-721.424009287591,SSAC*SSRI
-11.7550545780884,SSAC*ZERODP
-0.338731855828456,SSAC*ZEROBH
1.01581721587802,SSAC*SSDL
-1.1125327327012,SSAC*ZEROCG
0.5822637284067,SSAC*SSBO
-2.20276900703441,ZEROCC*ZERODP
-0.485537512245387,ZEROCC*ZEROCG
-0.180805204795842,ZEROCC*SSBL
4.64352323199369,ZERORI*SSCH
97.1418386126637,SSRI*SSCA
-3.31971122180609,SSRI*ZEROPC
5.64318271340669,SSRI*SSPJ
20.1131107468498,SSRI*ZERODF
-2373.72662692208,SSBH*SSBA
-0.554227239415005,ZEROPJ*SSBP
-16.4796548310144,ZEROBF*SSBL
-1.99305278946396,SSBF*ZEROBL
-9.88241216035161,ZEROBT*SSBL
300.432695309923,SSDF*SSBA
