Parameter,Factor
16.7952883730957,ZEROCC
-1.63841194785849,ZEROCC*ZEROEL
-6.22759388749864,ZEROCC*ZERODP
-4.21546302717558,ZEROCC*SSDP
1.20425226980053,ZEROCC*ZEROPJ
-4.45497091083931,ZEROCC*ZERODL
-3.0393729978685,ZEROCC*SSBF
10.9096095514883,ZEROCC*SSBO
-5.97843466273566,ZEROCC*SSBT
0.28963710325728,ZEROCC*ZEROBU
-4.147769845088,ZEROCC*ZEROBV
-4.28023797569297,ZEROCC*SSBC
-16.9978566943593,ZEROCC*SSBL
-0.885062598627429,ZEROCC*SSBP
-0.218814420045679,ZEROCC*ZEROBA
-0.770665041069022,SSCC*ZEROCH
-1.0063266725735,SSCC*SSCA
2.59485010473696,SSCC*SSDL
-4.09441272300149,SSCC*SSCG
3.01542869102008,SSCC*ZEROBF
-2.05889902234737,SSCC*SSBT
0.948455191059093,SSCC*ZEROBC
1.51962615771823,SSCC*ZEROBY
-11.0520540534386,SSCC*SSBA
-5.89428228009983,ZEROBH*SSCA
-8.90861879420196,ZEROBH*ZEROBY
4.44942620546945,ZEROPJ*ZEROBA
51.2546705081264,ZEROPJ*SSBA
-5.988017837894,ZEROBF*SSBT
-0.787914545736198,SSBT*ZEROBL
