Parameter,Factor
12.6947178431656,SSFP
0.527499909752286,ZEROFP*ZERODP
0.626299728408138,ZEROFP*SSCA
0.504210968421036,ZEROFP*ZERODF
0.132616955308413,SSFP*ZERODP
11.3512175361189,SSFP*SSPJ
0.0146806457280517,SSFP*ZERODF
