Parameter,Factor
8.36605197530034,SSFP
33.4575763381513,ZEROAC
8.58250493020005,ZEROCC
3.01085901720651,SSCC
-1.25600932918381,ZEROFP*ZEROAC
-0.227329076186891,ZEROFP*SSAC
1.00703945895766,ZEROFP*SSCC
0.0275096860460277,ZEROFP*SSCA
-0.109144468073007,ZEROFP*ZEROBF
-1.68347468626002,ZEROFP*ZEROBV
0.342684035405383,ZEROFP*SSBY
-1.68654267243203,ZEROFP*ZEROBA
-43.8339916547814,SSFP*ZEROCC
2.29124751622984,SSFP*ZEROPJ
-1.0838390689489,ZEROAC*ZEROCC
3.47946902300227,ZEROAC*SSCH
-2.84858425999537,ZEROAC*ZERODP
17.49454692786,ZEROAC*SSCG
-1.07894382921953,ZEROAC*ZEROBY
6.16106520640064,ZEROAC*SSDF
-5.22689758594953,ZEROAC*ZEROBL
-2.94430435994808,ZEROAC*SSBL
4.06767117528731,ZEROAC*SSBA
-11.0406224737221,SSAC*ZERODP
-0.665364171755305,SSAC*ZEROBH
-0.230866017638298,SSAC*ZEROPJ
2.90411497159847,SSAC*SSDL
-7.20826627574934,SSAC*ZEROCG
-8.52369486086559,SSAC*ZEROBF
3.9783440477671,SSAC*SSBO
-0.151467977462064,SSAC*ZEROBA
-3.03124603037284,ZEROCC*ZERODP
-2.23478877079108,ZEROCC*SSCA
-0.357547393827993,ZEROCC*ZEROCG
-1.29689823525548,ZEROCC*SSBT
-8.29446319677171,ZEROCC*SSBL
-2.59007044452536,ZEROCC*ZEROBA
2.08576808003654,SSCC*SSPJ
0.49601532600173,SSCC*ZEROBO
-2.01849039959148,SSCC*ZEROBT
1.65644547344023,SSCC*ZEROBY
-3.44968267907748,SSCC*SSBA
-14.7544059472863,ZERODP*SSBA
-2.8333120094981,ZEROBH*SSCG
-4.59500798312193,ZEROBH*ZEROBY
-62961.5210206489,SSBH*SSBA
4.23466253811064,ZEROPJ*ZEROBA
-157.245963361814,SSPJ*SSBY
-1.76182944548586,ZEROCG*SSBA
-0.0632761022803878,SSCG*ZERODF
-2.1046973903544,ZEROBF*SSBL
-18.4665156612711,SSBF*SSBV
-2.22861329602093,SSBF*ZEROBL
