Parameter,Factor
1.97949222912051,SSFP
33.9352007286419,ZEROAC
10.7936637373505,ZEROCC
1.58356543808677,SSCC
1.43854782124376,ZEROAC*SSCA
0.559191333206871,ZEROAC*ZEROPC
0.373309368742258,ZEROAC*ZEROPJ
1.36827103591329,ZEROAC*SSDL
1.71084621162573,ZEROAC*ZEROCG
-3.86312314444518,ZEROAC*ZEROBL
6.29542356963368,ZEROAC*ZEROBA
2.27923411106638,SSAC*ZEROCG
2.66870098537856,SSAC*SSBO
2.08540155013497,SSAC*ZERODF
2.22776916425473,ZEROCC*ZEROBY
-1.39911103645366,ZEROCC*SSBL
-0.214191937611186,SSCC*ZEROBA
-1.19450519163205,SSCC*SSBA
