Parameter,Factor
8.55547753034412,SSFP
33.7186767145171,ZEROAC
-0.662856520912979,ZEROFP*SSAC
-1.64864593562064,ZEROFP*ZEROBV
-0.416452125267353,SSFP*SSAC
1.42274858685613,SSFP*ZEROPJ
-1.50298806639196,ZEROAC*ZERODP
11.836551775911,ZEROAC*SSCG
1.63852473013893,ZEROAC*SSBO
5.22332776313142,ZEROAC*SSDF
-5.37714009801097,ZEROAC*ZEROBL
5.151556610327,ZEROAC*SSBA
-13.1017032501551,SSAC*ZERODP
-0.546151217554346,SSAC*ZEROBH
2.1634753651898,SSAC*SSDL
3.61275939167013,SSAC*SSBO
-99226.7832020777,SSCH*SSBH
-18.0937306150712,ZERODP*SSBA
-0.0417286472316397,ZEROBH*ZEROCG
-41.2533005282043,ZEROBH*SSCG
-0.403187533104989,ZEROBH*ZERODF
-74.432138007123,SSDL*SSBV
