Parameter,Factor
5.7507554173396,ZEROER
11.4408294026781,SSER
33.5998829313375,ZEROAC
-4.50289861620164,ZEROER*ZEROAC
0.590883439389876,ZEROER*ZEROCH
5.39913345985271,ZEROER*SSDP
1.86409584179236,ZEROER*ZEROBH
4.79319401650131,ZEROER*SSDL
6.43370466979982,ZEROER*ZEROCG
-3.43829493133347,ZEROER*SSBV
19.7774553566871,ZEROER*SSBY
0.499409496390413,ZEROER*ZERODF
-12.2073932077649,SSER*ZEROAC
21.6446774198819,SSER*SSCH
-1.88852128245212,SSER*ZEROPC
-0.931906029851989,SSER*SSPC
-4.81105378180407,SSER*SSBU
0.584274387973644,ZEROAC*SSCA
0.707912237400467,ZEROAC*SSDL
1.47297112565374,ZEROAC*ZEROCG
-2.45345140444277,ZEROAC*ZEROBL
5.70066203871007,ZEROAC*ZEROBA
1.69138386185455,SSAC*ZEROCG
2.00912536534691,SSAC*SSBO
1.13600080063543,SSAC*ZERODF
