Parameter,Factor
3.69738713024463,ZEROER
11.0226619802529,SSER
31.1602192254515,ZEROAC
9.24196164897704,ZEROCC
1.28448455216919,SSCC
32.0757909680277,SSRI
-1.11369612569646,ZEROER*ZEROAC
-1.47716598428009,ZEROER*SSRI
0.234689561587843,ZEROER*ZEROCH
1.93360328998875,ZEROER*SSDP
1.15077714658915,ZEROER*ZEROBH
3.30282220098862,ZEROER*SSDL
5.3979325568209,ZEROER*ZEROCG
-1.14692567024051,ZEROER*SSBV
17.0294963606689,ZEROER*SSBY
-10.1271540370921,SSER*ZEROAC
15.2537298269261,SSER*SSCH
-0.278193947587533,SSER*SSPC
8.58741193691694,ZEROFP*SSRI
-2.34936344966162,ZEROAC*ZERORI
-775.308498663477,ZEROAC*SSRI
1.41204940076654,ZEROAC*ZEROCG
4.84652511986068,ZEROAC*ZEROBA
0.386963340732753,SSAC*ZEROCG
1.04458572593018,SSAC*SSBO
0.0699449437384508,ZEROCC*ZEROBY
4.326412217182,SSRI*SSDP
-0.647690152617701,SSRI*SSPC
7.46483776656235,SSRI*ZERODF
