Parameter,Factor
6.78038064943918,ZEROER
11.5893541885379,SSER
11.0741558884094,ZEROCC
1.49934148645492,SSCC
4.21416706027687,ZEROER*SSEL
0.852830689287646,ZEROER*ZEROCH
8.07173031787317,ZEROER*SSDP
2.49781948631293,ZEROER*ZEROBH
0.460198806911072,ZEROER*ZEROPJ
6.65991942718172,ZEROER*SSDL
7.18195480222638,ZEROER*ZEROCG
-5.5615256442248,ZEROER*SSBV
21.8923429035467,ZEROER*SSBY
0.673659889072555,ZEROER*ZERODF
1.57755124728376,ZEROER*SSDF
-1.09938640017592,ZEROER*ZEROBL
-1.98825275177301,ZEROER*ZEROBA
-0.0165452179177031,SSER*SSCC
26.952904276862,SSER*SSCH
-4.20175734567855,SSER*ZEROPC
-1.01089055237424,SSER*SSPC
-6.77019312115266,SSER*SSDL
-12.399481274161,SSER*SSBU
-0.0201562582799104,SSER*ZEROBL
-2.37205385411359,ZEROCC*SSDP
3.01258851817236,ZEROCC*ZEROBY
-3.05316295623472,ZEROCC*SSBL
-0.466467087304096,SSCC*ZEROBA
-1.77513513869086,SSCC*SSBA
